prot_id
9606.ENSP00000305651
9606.ENSP00000317817
9606.ENSP00000348578
9606.ENSP00000352738
9606.ENSP00000355759
9606.ENSP00000362287
9606.ENSP00000362300
9606.ENSP00000362306
9606.ENSP00000364310
9606.ENSP00000376943
11034.POLN_SINDV
11034.POLS_SINDV
11034.PRO_0000041236
11034.PRO_0000041237
11034.PRO_0000041239
11034.PRO_0000041321
11034.PRO_0000041322
11034.PRO_0000041323
11034.PRO_0000041324
11034.PRO_0000041325
11034.PRO_0000227773
11034.Q87644_SINDV
