prot_id
7159.AAEL003293-PA
7159.AAEL008265-PA
7159.AAEL008270-PA
7159.AAEL008273-PA
7159.AAEL008585-PA
7159.AAEL010467-PA
7159.AAEL012071-PA
7159.AAEL013236-PA
7159.AAEL013723-PA
7159.AAEL013858-PA
11070.POLG_DEN4D
11070.PRO_0000038000
11070.PRO_0000038002
11070.PRO_0000038003
11070.PRO_0000038004
11070.PRO_0000038005
11070.PRO_0000038006
11070.PRO_0000038007
11070.PRO_0000038008
11070.PRO_0000038009
11070.PRO_0000038010
11070.PRO_0000308298
