prot_id
9606.ENSP00000209718
9606.ENSP00000224807
9606.ENSP00000262177
9606.ENSP00000272433
9606.ENSP00000307197
9606.ENSP00000316905
9606.ENSP00000347924
9606.ENSP00000358909
9606.ENSP00000368699
9606.ENSP00000404381
11520.BM2_INBLE
11520.HEMA_INBLE
11520.M1_INBLE
11520.NCAP_INBLE
11520.NEP_INBLE
11520.NRAM_INBLE
11520.NS1_INBLE
11520.PA_INBLE
11520.PB2_INBLE
11520.RDRP_INBLE
11520.VNB_INBLE
