prot_id
9606.ENSP00000262105
9606.ENSP00000306682
9606.ENSP00000310127
9606.ENSP00000318635
9606.ENSP00000324792
9606.ENSP00000330343
9606.ENSP00000376076
9606.ENSP00000391266
9606.ENSP00000405965
9606.ENSP00000425561
10258.Q6TVI7_ORFSA
10258.Q6TVI8_ORFSA
10258.Q6TVI9_ORFSA
10258.Q6TVJ0_ORFSA
10258.Q6TVJ1_ORFSA
10258.Q6TVJ2_ORFSA
10258.Q6TVJ3_ORFSA
10258.Q6TVJ4_ORFSA
10258.Q6TVJ5_ORFSA
10258.Q6TVJ6_ORFSA
10258.Q6TVJ7_ORFSA
10258.Q6TVJ8_ORFSA
10258.Q6TVJ9_ORFSA
10258.Q6TVK0_ORFSA
10258.Q6TVK1_ORFSA
10258.Q6TVK2_ORFSA
10258.Q6TVK3_ORFSA
10258.Q6TVK4_ORFSA
10258.Q6TVK5_ORFSA
10258.Q6TVK6_ORFSA
10258.Q6TVK7_ORFSA
10258.Q6TVK8_ORFSA
10258.Q6TVK9_ORFSA
10258.Q6TVL0_ORFSA
10258.Q6TVL1_ORFSA
10258.Q6TVL2_ORFSA
10258.Q6TVL3_ORFSA
10258.Q6TVL4_ORFSA
10258.Q6TVL5_ORFSA
10258.Q6TVL6_ORFSA
10258.Q6TVL7_ORFSA
10258.Q6TVL8_ORFSA
10258.Q6TVL9_ORFSA
10258.Q6TVM0_ORFSA
10258.Q6TVM1_ORFSA
10258.Q6TVM2_ORFSA
10258.Q6TVM3_ORFSA
10258.Q6TVM4_ORFSA
10258.Q6TVM5_ORFSA
10258.Q6TVM6_ORFSA
10258.Q6TVM7_ORFSA
10258.Q6TVM8_ORFSA
10258.Q6TVM9_ORFSA
10258.Q6TVN0_ORFSA
10258.Q6TVN1_ORFSA
10258.Q6TVN2_ORFSA
10258.Q6TVN3_ORFSA
10258.Q6TVN4_ORFSA
10258.Q6TVN5_ORFSA
10258.Q6TVN6_ORFSA
10258.Q6TVN7_ORFSA
10258.Q6TVN8_ORFSA
10258.Q6TVN9_ORFSA
10258.Q6TVP0_ORFSA
10258.Q6TVP1_ORFSA
10258.Q6TVP2_ORFSA
10258.Q6TVP3_ORFSA
10258.Q6TVP4_ORFSA
10258.Q6TVP5_ORFSA
10258.Q6TVP6_ORFSA
10258.Q6TVP7_ORFSA
10258.Q6TVP8_ORFSA
10258.Q6TVP9_ORFSA
10258.Q6TVQ0_ORFSA
10258.Q6TVQ1_ORFSA
10258.Q6TVQ2_ORFSA
10258.Q6TVQ3_ORFSA
10258.Q6TVQ4_ORFSA
10258.Q6TVQ5_ORFSA
10258.Q6TVQ6_ORFSA
10258.Q6TVQ7_ORFSA
10258.Q6TVQ8_ORFSA
10258.Q6TVQ9_ORFSA
10258.Q6TVR0_ORFSA
10258.Q6TVR1_ORFSA
10258.Q6TVR2_ORFSA
10258.Q6TVR3_ORFSA
10258.Q6TVR4_ORFSA
10258.Q6TVR5_ORFSA
10258.Q6TVR6_ORFSA
10258.Q6TVR7_ORFSA
10258.Q6TVR8_ORFSA
10258.Q6TVR9_ORFSA
10258.Q6TVS0_ORFSA
10258.Q6TVS1_ORFSA
10258.Q6TVS2_ORFSA
10258.Q6TVS3_ORFSA
10258.Q6TVS4_ORFSA
10258.Q6TVS5_ORFSA
10258.Q6TVS6_ORFSA
10258.Q6TVS7_ORFSA
10258.Q6TVS8_ORFSA
10258.Q6TVS9_ORFSA
10258.Q6TVT0_ORFSA
10258.Q6TVT1_ORFSA
10258.Q6TVT2_ORFSA
10258.Q6TVT3_ORFSA
10258.Q6TVT4_ORFSA
10258.Q6TVT5_ORFSA
10258.Q6TVT6_ORFSA
10258.Q6TVT7_ORFSA
10258.Q6TVT8_ORFSA
10258.Q6TVT9_ORFSA
10258.Q6TVU0_ORFSA
10258.Q6TVU1_ORFSA
10258.Q6TVU2_ORFSA
10258.Q6TVU3_ORFSA
10258.Q6TVU4_ORFSA
10258.Q6TVU5_ORFSA
10258.Q6TVU6_ORFSA
10258.Q6TVU7_ORFSA
10258.Q6TVU8_ORFSA
10258.Q6TVU9_ORFSA
10258.Q6TVV0_ORFSA
10258.Q6TVV1_ORFSA
10258.Q6TVV2_ORFSA
10258.Q6TVV3_ORFSA
10258.Q6TVV4_ORFSA
10258.Q6TVV5_ORFSA
10258.Q6TVV6_ORFSA
10258.Q6TVV7_ORFSA
10258.Q6TVV8_ORFSA
10258.Q6TVV9_ORFSA
10258.Q6TVW0_ORFSA
10258.Q6TVW1_ORFSA
10258.Q6TVW2_ORFSA
10258.Q6TVW3_ORFSA
10258.Q6TVW4_ORFSA
10258.Q6TVW5_ORFSA
