prot_id
9606.ENSP00000244741
9606.ENSP00000266970
9606.ENSP00000269305
9606.ENSP00000303706
9606.ENSP00000309572
9606.ENSP00000324897
9606.ENSP00000356438
9606.ENSP00000360266
9606.ENSP00000367207
9606.ENSP00000368686
337041.VE1_HPV16
337041.VE2_HPV16
337041.VE4_HPV16
337041.VE5_HPV16
337041.VE6_HPV16
337041.VE7_HPV16
337041.VL1_HPV16
337041.VL2_HPV16
